ID	Gender	Age	Race	What is the person doing	Group	Number of people in the group	Where was the person sleeping/ observed?	Street Name	Area	X               GPS Co ordinate	Y                  GPS Co ordinate
P916	Male	18-25	Coloured	Strolling	No	1	Pavement	Tokai Road	Dreyersdal	18,45220528	-34,0648385
P9114	Male	26-35	Black African	Skarelling	Yes	2	Pavement	Milton Close	Dreyersdal	18,4527319	-34,06647235
P9115	Male	26-35	Black African	Skarelling	Yes	2	Pavement	Milton Close	Dreyersdal	18,4527319	-34,06647235
P9111	Female	26-35	Coloured	Strolling	Yes	3	Pavement	Milton Close	Dreyersdal	18,4527319	-34,06647235
P9112	Male	36-45	Coloured	Strolling	Yes	3	Pavement	Milton Close	Dreyersdal	18,4527319	-34,06647235
P9113	Female	26-35	Coloured	Strolling	Yes	3	Pavement	Milton Close	Dreyersdal	18,4527319	-34,06647235
P123	Male	46-55	Coloured	Sitting	No	1	Pavement	Sea Breeze	Kirstenhof	18,45460029	-34,07256456
P125	Male	26-35	Coloured	Skarelling	No	1	Shopping Mall	Sea Breeze	Kirstenhof	18,45460029	-34,07256456
P124	Female	26-35	Coloured	Strolling	No	1	Pavement	Sea Breeze	Kirstenhof	18,45460029	-34,07256456
P126	Male	26-35	Coloured	Strolling	No	1	Pavement	Sea Breeze	Kirstenhof	18,45460029	-34,07256456
P121	Female	18-25	Coloured	Sleeping	Yes	2	Park	Main Road	Kirstenhof	18,45826658	-34,06839246
P122	Male	18-25	Coloured	Sleeping	Yes	2	Park	Main Road	Kirstenhof	18,45826658	-34,06839246
P932	Male	36-45	Coloured	Strolling	No	1	Pavement	Tango Cr	Dreyersdal	18,47097886	-34,06290707
P101	Male	56-65	Coloured	Sleeping	No	1	Pavement	Goodman Road	Retreat	18,47566065	-34,06431109
P102	Male	36-45	Coloured	Strolling	No	1	Pavement	Goodman Road	Retreat	18,47566065	-34,06431109
P9710	Female	26-35	Coloured	Strolling	No	1	Pavement	Goodman Road	Retreat	18,47567562	-34,06422029
P9624	Male	26-35	Coloured	Sitting	No	1	Pavement	Strauss Ave	Retreat	18,477736	-34,0663942
P971	Male	26-35	Coloured	Sitting	No	1	Parking Lot	Strauss Ave	Retreat	18,477736	-34,0663942
P973	Male	26-35	Coloured	Sitting	Yes	2	Pavement	Sulliva Road	Retreat	18,477736	-34,0663942
P974	Male	26-35	Coloured	Sitting	Yes		Pavement	Sulliva Road	Retreat	18,477736	-34,0663942
P9625	Male	26-35	Black African	Skarelling	No	1	Pavement	Strauss Ave	Retreat	18,477736	-34,0663942
P972	Male	26-35	Coloured	Skarelling	No	1	Pavement	Sulliva Road	Retreat	18,477736	-34,0663942
P921	Female	26-35	Coloured	Skarelling	Yes	2	Pavement	Britten Road	Retreat	18,47899164	-34,06485342
P922	Male	26-35	Coloured	Skarelling	Yes	2	Pavement	Britten Road	Retreat	18,47899164	-34,06485342
P9123	Male	36-45	Black African	Skarelling	No	1	Pavement	Retreat Railway	Retreat	18,46315276	-34,05924909
P9124	Male	26-35	Black African	Skarelling	No	1	Pavement	Retreat Railway	Retreat	18,46315276	-34,05924909
P9125	Male	26-35	Black African	Skarelling	No	1	Pavement	Retreat Railway	Retreat	18,46315276	-34,05924909
P9913	Male	36-45	Coloured	Skarelling	No	1	Train Station	Loman Road	Retreat	18,46380772	-34,0593683
P9914	Male	18-25	Coloured	Skarelling	No	1	Beach	Loman Road	Retreat	18,46380772	-34,0593683
P9911	Male	46-55	Coloured	Strolling	No	1	Pavement	Loman Road	Retreat	18,46380772	-34,0593683
P9912	Female	36-45	Coloured	Strolling	No	1	Pavement	Loman Road	Retreat	18,46380772	-34,0593683
P9915	Female	18-25	Coloured	Skarelling	No	1	Beach	Lakeview Road	Retreat	18,46395817	-34,06111035
P9916	Male	46-55	Coloured	Skarelling	Yes	2	Shopping Mall	Lakeview Road	Retreat	18,46395817	-34,06111035
P9917	Male	56-65	Coloured	Strolling	Yes	2	Shopping Mall	Lakeview Road	Retreat	18,46395817	-34,06111035
P954	Male	26-35	Coloured	Strolling	No	1	Pavement	Boundary Road	Retreat	18,46919657	-34,06003976
P955	Male	26-35	Coloured	Strolling	No	1	Pavement	Boundary Road	Retreat	18,46919657	-34,06003976
P956	Male	36-45	Coloured	Strolling	No	1	Pavement	Boundary Road	Retreat	18,46919657	-34,06003976
P931	Male	36-45	Coloured	Strolling	No	1	Pavement	Ashville Cr	Dreyersdal	18,47203584	-34,05898341
P959	Male	26-35	Coloured	Sitting	No	1	Shopping Mall	6Th Ave	Retreat	18,4729175	-34,0592934
P957	Male	26-35	Coloured	Sitting	No	1	Shopping Mall	7Th Ave	Retreat	18,47442614	-34,05903603
P958	Male	26-35	Coloured	Sitting	No	1	Shopping Mall	7Th Ave	Retreat	18,47442614	-34,05903603
R 7 21	Male	36-45	Coloured	Job Seeker	No	1	Pavement	Laurence Dale Road	Sarepta Kuils River	18,6757426	-33,9355198
R 7 21	Male	26-35	Black African	Skarelling	No	1	Pavement	Laurence Dale Road	Sarepta Kuils River	18,67532414	-33,93556168
729	Male	26-35	Coloured	Skarelling	No	1	Shopping Mall	Nooisenfontein Drive	Sarepta Kuils River	18,67610324	-33,93486162
R 7 11	Male	36-45	Black African	Job Seeker	No	1	Train Station	Station Road	Kuils Rivier	18,6784517	-33,93383383
211	Male	26-35	Coloured	Sleeping	No	1	Informal Structure	Van Riebeeck Road	Kuils Rivier	18,68698437	-33,93839289
212	Male	36-45	Coloured	Sleeping	No	1	Informal Structure	Van Riebeeck Road	Kuils Rivier	18,68698437	-33,93839289
R 2 11	Male	26-35	Coloured	Sleeping	No	1	Pavement	Kuils River Freeway	Sarepta Kuilsriver	18,66390787	-33,92344709
R 2 12	Male	26-35	Coloured	Sleeping	Yes	2	Pavement	Kuils River Freeway	Sarepta Kuilsriver	18,66413987	-33,92275012
R 2 12	Male	18-25	Coloured	Sleeping	Yes	2	Pavement	Kuils River Freeway	Sarepta Kuilsriver	18,66413987	-33,92275012
221	Male	36-45	Black African	Sitting	No	1	Pavement	Kuils River Freeway	Sarepta Kuilsriver	18,66530154	-33,92028781
R 2 12	Male	36-45	Coloured	Skarelling	No	1	Pavement	Kuils River Freeway	Sarepta Kuilsriver	18,66530154	-33,92028781
R 2 12	Male	26-35	Coloured	Skarelling	No	1	Pavement	Kuils River Freeway	Sarepta Kuilsriver	18,66530154	-33,92028781
R 2 12	Female	26-35	Coloured	Sitting	Yes	2	Pavement	Kuils River Freeway	Sarepta Kuilsriver	18,66564232	-33,91961503
R 2 12	Female	46-55	Coloured	Sitting	Yes	2	Pavement	Kuils River Freeway	Sarepta Kuilsriver	18,66564232	-33,91961503
R 2 41	Female	36-45	Coloured	Sleeping	No	1	Train Station	Nooisenfontein Drive	Kuils Rivier	18,67620956	-33,93205455
R 2 41	Male	36-45	Coloured	Sleeping	No	1	Train Station	Nooisenfontein Drive	Kuils Rivier	18,67620956	-33,93205455
R 2 41	Male	36-45	Black African	Sleeping	Yes	2	Train Station	Nooisenfontein Drive	Kuils Rivier	18,67620956	-33,93205455
R 2 31	Male	18-25	Coloured	Sitting	Yes	5	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67709185	-33,92272127
R 2 31	Male	26-35	Coloured	Sitting	Yes	5	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67709185	-33,92272127
R 2 31	Male	26-35	White	Sitting	Yes	5	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67709185	-33,92272127
R 2 31	Female	36-45	White	Sitting	Yes	5	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67709185	-33,92272127
R 2 31	Male	26-35	Black African	Sitting	Yes	5	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67709185	-33,92272127
R 218	Male	56-65	White	Sitting	No	1	Pavement	Bosman Street	Kuils Rivier	18,67631275	-33,92154021
R 243	Male	46-55	Coloured	Sleeping	Yes	3	Pavement	Railway Road	Kuils Rivier	18,6737709	-33,92894955
R 244	Female	36-45	Black African	Sleeping	Yes	3	Pavement	Railway Road	Kuils Rivier	18,6737709	-33,92894955
R 245	Male	56-65	Black African	Sleeping	Yes	3	Pavement	Railway Road	Kuils Rivier	18,6737709	-33,92894955
R 241	Female	36-45	Coloured	Sleeping	Yes	2	Pavement	Railway Road	Kuils Rivier	18,67464639	-33,9300986
R 242	Male	46-55	Coloured	Sleeping	Yes	2	Pavement	Railway Road	Kuils Rivier	18,67464639	-33,9300986
R 239	Female	26-35	Coloured	Sitting	Yes	2	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67683803	-33,92277316
R 2 31	Male	26-35	Coloured	Sitting	Yes	2	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67683803	-33,92277316
R 2 11	Male	46-55	Coloured	Sleeping	No	1	Informal Structure	Reuter Street	Sarepta Kuilsriver	18,66921754	-33,93399467
R 2 11	Male	36-45	Coloured	Sleeping	Yes	5	Informal Structure	Reuter Street	Sarepta Kuilsriver	18,66921754	-33,93399467
R 2 11	Female	26-35	Coloured	Sleeping	Yes	5	Informal Structure	Reuter Street	Sarepta Kuilsriver	18,66921754	-33,93399467
R 2 11	Male	<18	Coloured	Sleeping	Yes	5	Informal Structure	Reuter Street	Sarepta Kuilsriver	18,66921754	-33,93399467
R 2 11	Male	<18	Coloured	Sleeping	Yes	5	Informal Structure	Reuter Street	Sarepta Kuilsriver	18,66921754	-33,93399467
R 2 11	Male	26-35	Coloured	Sleeping	Yes	5	Informal Structure	Reuter Street	Sarepta Kuilsriver	18,66921754	-33,93399467
735	Male	36-45	Coloured	Sleeping	No	1	Bush	Eiselin Street	Sarepta Kuils River	18,67089714	-33,93190381
734	Male	36-45	Coloured	Sleeping	No	1	Bush	Eiselin Street	Sarepta Kuils River	18,67092828	-33,93180729
R 733	Female	36-45	Coloured	Sleeping	No	1	Bush	Eiselin Street	Sarepta Kuils River	18,67096347	-33,93177041
R 731	Male	36-45	Black African	Sleeping	No	1	Bush	Eiselin Street	Sarepta Kuils River	18,6710383	-33,93184515
732	Male	46-55	Coloured	Sleeping	No	1	Bush	Eiselin Street	Sarepta Kuils River	18,67106978	-33,93184464
R 251	Male	36-45	Coloured	Sleeping	Yes	4	Informal Structure	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
252	Male	36-45	Coloured	Sleeping	Yes	4	Informal Structure	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
253	Male	26-35	Black African	Sleeping	Yes	4	Pavement	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
254	Male	26-35	Coloured	Sleeping	Yes	4	Informal Structure	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
255	Male	36-45	Coloured	Sleeping	Yes	3	Informal Structure	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
R 256	Male	36-45	Coloured	Sleeping	Yes	3	Informal Structure	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
R 257	Male	26-35	Coloured	Sleeping	Yes	3	Informal Structure	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
258	Female	26-35	Coloured	Sleeping	Yes	2	Informal Structure	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
259	Female	36-45	Coloured	Sleeping	Yes	2	Informal Structure	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
R 2 51	Male	46-55	Coloured	Strolling	No	1	Informal Structure	Kolkenberg Street	Sarepta Kuilsriver	18,67145806	-33,93193446
R 2 41	Male	26-35	Coloured	Sleeping	Yes	1	Pavement	Nooisenfontein Drive	Kuils Rivier	18,67583202	-33,93260543
R 2 41	Male	<18	Coloured	Sleeping	Yes	2	Pavement	Nooisenfontein Drive	Kuils Rivier	18,67616337	-33,93441479
R 2 42	Male	26-35	Coloured	Strolling	No	1	Pavement	Nooisenfontein Drive	Kuils Rivier	18,67616337	-33,93441479
R 2 42	Male	26-35	Coloured	Strolling	No	1	Pavement	Nooisenfontein Drive	Kuils Rivier	18,67616337	-33,93441479
R 2 42	Male	26-35	Coloured	Strolling	No	1	Pavement	Nooisenfontein Drive	Kuils Rivier	18,67616337	-33,93441479
R 717	Male	36-45	Coloured	Skarelling	No	1	Train Station	Station Road	Kuils Rivier	18,67628402	-33,93276543
R 716	Male	46-55	Coloured	Skarelling	No	1	Train Station	Station Road	Kuils Rivier	18,6765552	-33,93378827
R 2 42	Male	26-35	Coloured	Skarelling	No	1	Train Station	Nooisenfontein Drive	Kuils Rivier	18,67659627	-33,93438726
R 2 42	Female	46-55	Coloured	Skarelling	No	1	Train Station	Nooisenfontein Drive	Kuils Rivier	18,67659627	-33,93438726
R 2 42	Female	26-35	Coloured	Sleeping	No	1	Train Station	Nooisenfontein Drive	Kuils Rivier	18,67659627	-33,93438726
R 2 41	Female	26-35	Coloured	Sleeping	Yes	2	Train Station	Nooisenfontein Drive	Kuils Rivier	18,67665429	-33,93268643
R 2 41	Male	36-45	Coloured	Sleeping	Yes	2	Train Station	Nooisenfontein Drive	Kuils Rivier	18,67665429	-33,93268643
R 719	Male	36-45	Black African	Job Seeker	No	1	Train Station	Station Road	Kuils Rivier	18,67863038	-33,93355727
R 718	Male	46-55	Black African	Job Seeker	No	1	Train Station	Station Road	Kuils Rivier	18,67880497	-33,93360549
R 7 21	Male	26-35	Coloured	Skarelling	No	1	Shopping Mall	Nooisenfontein Drive	De Kuilen Kuils River	18,6765513	-33,92471801
R 2 11	Male	26-35	Coloured	Sleeping	Yes	3	Pavement	Nooisenfontein Drive	Oakdene	18,67665039	-33,92465183
R 2 11	Male	26-35	Coloured	Sleeping	Yes	3	Pavement	Nooisenfontein Drive	Oakdene	18,67665039	-33,92465183
R 2 11	Male	26-35	Coloured	Sleeping	Yes	3	Pavement	Nooisenfontein Drive	Oakdene	18,67665039	-33,92465183
R 7 21	Male	26-35	Coloured	Skarelling	No	1	Shopping Mall	Nooisenfontein Drive	De Kuilen Kuils River	18,67680995	-33,92373955
213	Male	36-45	Coloured	Sleeping	Yes	3	Parking Lot	Van Riebeeck Road	Kuils Rivier	18,67685673	-33,92296711
213	Male	36-45	Coloured	Sleeping	Yes	3	Parking Lot	Van Riebeeck Road	Kuils Rivier	18,67685673	-33,92296711
213	Male	36-45	Coloured	Sleeping	Yes	3	Parking Lot	Van Riebeeck Road	Kuils Rivier	18,67685673	-33,92296711
231	Female	26-35	Coloured	Sitting	Yes	8	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67691213	-33,92288086
R 232	Female	46-55	White	Sitting	Yes	8	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67691213	-33,92288086
R 233	Male	36-45	White	Sitting	Yes	8	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67691213	-33,92288086
R 234	Male	26-35	Coloured	Sitting	Yes	8	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67691213	-33,92288086
R 235	Male	26-35	Coloured	Sitting	Yes	8	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67691213	-33,92288086
236	Male	26-35	Coloured	Sitting	Yes	8	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67691213	-33,92288086
237	Male	26-35	Coloured	Sitting	Yes	8	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67691213	-33,92288086
238	Female	26-35	Coloured	Sitting	Yes	8	Under Bridge	Van Riebeeck Road	Kuils Rivier	18,67691213	-33,92288086
214	Male	36-45	Coloured	Sleeping	Yes	2	Parking Lot	Van Riebeeck Road	Kuils Rivier	18,67691838	-33,92300735
215	Male	46-55	Coloured	Sleeping	Yes	2	Parking Lot	Van Riebeeck Road	Kuils Rivier	18,67691838	-33,92300735
R 7 21	Female	46-55	Coloured	Skarelling	No	1	Shopping Mall	Nooisenfontein Drive	De Kuilen Kuils River	18,67709481	-33,92416778
R 7 21	Male	36-45	Coloured	Skarelling	No	1	Shopping Mall	Nooisenfontein Drive	De Kuilen Kuils River	18,67740455	-33,92559669
R 7 11	Male	36-45	Black African	Skarelling	No	1	Train Station	Station Road	Kuils Rivier	18,67787866	-33,93308007
338	Female	46-55	Black African	Job Seeker	No	1	Train Station	Stasie Road	Eerste River	18,7293356	-34,00016377
339	Female	36-45	Black African	Job Seeker	No	1	Train Station	Stasie Road	Eerste River	18,7293356	-34,00016377
R 3 31	Male	26-35	Black African	Job Seeker	No	1	Train Station	Stasie Road	Eerste River	18,7293356	-34,00016377
R 3 31	Male	26-35	Black African	Job Seeker	No	1	Train Station	Stasie Road	Eerste River	18,7293356	-34,00016377
336	Male	36-45	Coloured	Skarelling	No	1	Pavement	Plein Street	Eerste River	18,72891287	-34,00341447
R 335	Male	36-45	Coloured	Sleeping	No	1	Pavement	Plein Street	Eerste River	18,72891287	-34,00341447
R 337	Male	36-45	Coloured	Strolling	No	1	Train Station	Stasie Road	Eerste River	18,7293356	-34,00016377
747	Male	36-45	Black African	Job Seeker	Yes	2	Pavement	Padloper Street	Zevenwatcht Kuils River	18,69388224	-33,94821836
748	Male	36-45	Black African	Job Seeker	Yes	2	Pavement	Padloper Street	Zevenwatcht Kuils River	18,69388224	-33,94821836
331	Male	26-35	Coloured	Skarelling	No	1	Bush	Bush	Kleinvlei	18,71016934	-33,97217046
R 749	Male	36-45	Black African	Skarelling	No	1	Pavement	Van Riebeeck Road	Blackheath	18,70741813	-33,96923692
744	Male	46-55	Black African	Job Seeker	Yes	3	Pavement	Wimbledon Road	Blackheath	18,68959192	-33,96600844
745	Male	36-45	Black African	Job Seeker	Yes	3	Pavement	Wimbledon Road	Blackheath	18,68959192	-33,96600844
746	Male	36-45	Black African	Job Seeker	Yes	3	Pavement	Wimbledon Road	Blackheath	18,68959192	-33,96600844
R 7 41	Male	36-45	Black African	Skarelling	No	1	Pavement	Vygie Avenue	Blackheath	18,69708499	-33,95845117
R 7 41	Female	36-45	Black African	Skarelling	No	1	Pavement	Vygie Avenue	Blackheath	18,70106917	-33,96320372
R 7 41	Female	26-35	Black African	Skarelling	No	1	Pavement	Station Road	Blackheath	18,70309286	-33,96348552
R 7 41	Male	36-45	Black African	Skarelling	No	1	Pavement	Vygie Avenue	Blackheath	18,69639991	-33,95768051
R 7 41	Male	36-45	Black African	Skarelling	No	1	Pavement	Vygie Avenue	Blackheath	18,70074344	-33,96291636
R 7 41	Female	26-35	Black African	Skarelling	Yes	2	Pavement	Vygie Avenue	Blackheath	18,70167903	-33,96419866
R 7 41	Female	36-45	Black African	Skarelling	Yes	2	Pavement	Vygie Avenue	Blackheath	18,70167903	-33,96419866
R 7 41	Male	36-45	Coloured	Sitting	No	1	Pavement	Railway Line	Blackheath	18,7018782	-33,96461468
R 7 42	Male	56-65	Coloured	Sitting	No	1	Pavement	Railway Line	Blackheath	18,70190042	-33,96482011
R 7 41	Male	36-45	Coloured	Sitting	Yes	2	Pavement	Railway Line	Blackheath	18,70223169	-33,9651648
R 7 41	Male	36-45	Coloured	Sitting	Yes	2	Pavement	Railway Line	Blackheath	18,70223169	-33,9651648
R 7 41	Male	36-45	Black African	Sitting	No	1	Pavement	Railway Line	Blackheath	18,70247749	-33,96536122
R 318	Female	46-55	Coloured	Strolling	No	1	Parking Lot	Hindle Road	Blue Downs	18,68889784	-33,98668821
R 319	Female	46-55	Coloured	Strolling	No	1	Parking Lot	Hindle Road	Blue Downs	18,69049083	-33,98707005
R 329	Male	46-55	Black African	Sitting	Yes	4	Pavement	Eersriv Way	Malibu	18,6895088	-34,00180711
R 3 21	Male	46-55	Black African	Sitting	Yes	4	Pavement	Eersriv Way	Malibu	18,6895088	-34,00180711
R 3 21	Male	46-55	Black African	Sitting	Yes	4	Pavement	Eersriv Way	Malibu	18,6895088	-34,00180711
R 3 21	Male	36-45	Black African	Sitting	Yes	4	Pavement	Eersriv Way	Malibu	18,6895088	-34,00180711
311	Male	26-35	Coloured	Sleeping	Yes	3	Informal Structure	London Way	Malibu	18,69222508	-33,99092758
312	Female	36-45	Coloured	Sleeping	Yes	3	Informal Structure	London Way	Malibu	18,69222508	-33,99092758
313	Male	18-25	Coloured	Sleeping	Yes	3	Informal Structure	London Way	Malibu	18,69222508	-33,99092758
314	Female	<18	Coloured	Strolling	No	1	Informal Structure	London Way	Malibu	18,69222508	-33,99092758
315	Male	26-35	Coloured	Strolling	No	1	Parking Lot	Hindle Road	Blue Downs	18,69468401	-33,99062413
316	Male	26-35	Coloured	Skarelling	No	1	Parking Lot	Hindle Road	Blue Downs	18,69102642	-33,98719734
317	Male	18-25	Coloured	Skarelling	No	1	Parking Lot	Hindle Road	Blue Downs	18,69108814	-33,98723185
321	Female	46-55	Coloured	Sitting	Yes	4	Pavement	Hindle Road	Blue Downs	18,69334598	-33,98831458
322	Male	56-65	Coloured	Sitting	Yes	4	Pavement	Hindle Road	Blue Downs	18,69334598	-33,98831458
323	Female	46-55	Coloured	Sitting	Yes	4	Pavement	Hindle Road	Blue Downs	18,69334598	-33,98831458
324	Male	56-65	Coloured	Sitting	Yes	4	Pavement	Hindle Road	Blue Downs	18,69334598	-33,98831458
327	Male	36-45	Coloured	Sitting	No	1	Pavement	Eersriv Way	Malibu	18,69042374	-33,98833346
334	Male	36-45	Coloured	Sleeping	No	1	Shopping Mall	Hartog Straat	Eerste River	18,71921351	-33,99591427
R 3 11	Male	46-55	Coloured	Strolling	No	1	Pavement	Forest Drive	Eerste River	18,71460823	-34,00510479
R 332	Male	36-45	Coloured	Sitting	No	1	Pavement	Melton Road	Eerste River	18,72006947	-33,98931604
333	Male	36-45	Coloured	Skarelling	No	1	Pavement	Melton Road	Eerste River	18,72006947	-33,98931604
R 7 21	Male	46-55	Coloured	Skarelling	No	1	Pavement	Nooisenfontein Drive	Sarepta Kuils River	18,67234547	-33,95705341
R 7 21	Male	26-35	Coloured	Strolling	No	1	Pavement	Nooisenfontein Drive	Sarepta Kuils River	18,67264819	-33,95882621
R 7 21	Male	26-35	Coloured	Skarelling	No	1	Pavement	Nooisenfontein Drive	Sarepta Kuils River	18,67229544	-33,9566473
R 7 21	Male	26-35	Coloured	Strolling	No	1	Pavement	Nooisenfontein Drive	Sarepta Kuils River	18,6725211	-33,95758882
R 743	Male	46-55	Black African	Skarelling	No	1	Pavement	Saxdown Road	Sunbird Park	18,67765869	-33,9579825
R 741	Male	46-55	Black African	Skarelling	Yes	2	Pavement	Stellenbosch Road	Highbury Kuilsriver	18,67847971	-33,95609326
R 742	Male	36-45	Black African	Skarelling	Yes	2	Pavement	Stellenbosch Road	Highbury Kuilsriver	18,67847971	-33,95609326
R 728	Male	46-55	Black African	Job Seeker	No	1	Pavement	Nooisenfontein Drive	Highbury Kuils River	18,67115829	-33,95364166
R 727	Male	26-35	Coloured	Job Seeker	No	1	Pavement	Nooisenfontein Drive	Highbury Kuils River	18,67135544	-33,95454012
715	Female	36-45	Coloured	Sitting	No	1	Pavement	Highbury Road	Highbury Kuils River	18,6756982	-33,95241931
714	Male	36-45	Coloured	Sitting	No	1	Park	Highbury Road	Highbury Kuils River	18,67610267	-33,95231291
713	Male	26-35	Coloured	Sitting	No	1	Park	Highbury Road	Highbury Kuils River	18,67691782	-33,95273058
711	Male	36-45	Coloured	Sitting	No	1	Park	Highbury Road	Highbury Kuils River	18,67764198	-33,95219754
712	Male	46-55	Coloured	Sitting	No	1	Park	Highbury Road	Highbury Kuils River	18,67801381	-33,95162536
R 341	Female	26-35	Coloured	Sleeping	Yes	4	Bush	Bush	Fairdale	18,68110022	-33,98508868
R 342	Male	26-35	Coloured	Sleeping	Yes	4	Bush	Bush	Fairdale	18,68110022	-33,98508868
R 343	Male	26-35	Coloured	Sleeping	Yes	4	Bush	Bush	Fairdale	18,68110022	-33,98508868
344	Male	18-25	Coloured	Sleeping	Yes	4	Bush	Bush	Fairdale	18,68110022	-33,98508868
328	Male	36-45	Black African	Sitting	No	1	Pavement	Eersriv Way	Malibu	18,68981015	-33,99075919
345	Male	26-35	Coloured	Job Seeker	Yes	2	Pavement	Lerato Ponoane Street	Mfuleni	18,6720512	-33,99782681
346	Male	26-35	Coloured	Job Seeker	Yes	2	Pavement	Lerato Ponoane Street	Mfuleni	18,6720512	-33,99782681
348	Male	36-45	Coloured	Sitting	No	1	Taxi Rank	Main Road	Mfuleni	18,68706311	-34,00296423
347	Male	46-55	Coloured	Strolling	No	1	Pavement	Main Road	Mfuleni	18,68706311	-34,00296423
R 3 41	Male	26-35	Coloured	Skarelling	Yes	2	Pavement	Eersriv Way	Mfuleni	18,68879716	-34,00065902
R 3 41	Female	36-45	Coloured	Skarelling	Yes	2	Pavement	Eersriv Way	Mfuleni	18,68879716	-34,00065902
R 3 41	Female	36-45	Coloured	Skarelling	Yes	2	Pavement	Eersriv Way	Mfuleni	18,68879764	-34,00052736
R 3 41	Female	36-45	Coloured	Skarelling	Yes	2	Pavement	Eersriv Way	Mfuleni	18,68879764	-34,00052736
R 349	Male	56-65	Black African	Sitting	Yes	2	Pavement	Eersriv Way	Mfuleni	18,6892738	-34,00189676
R 3 41	Male	26-35	Coloured	Sitting	Yes	2	Pavement	Eersriv Way	Mfuleni	18,6892738	-34,00189676
R 3 21	Male	46-55	Black African	Sitting	Yes	2	Pavement	Eersriv Way	Malibu	18,68930955	-34,00178371
R 3 21	Male	46-55	Black African	Sitting	Yes	2	Pavement	Eersriv Way	Malibu	18,68930955	-34,00178371
P3823	Male	26-35	Black African	Sleeping	Yes	3	Pavement	Ocean View Drive	The Link	18,83577457	-34,07297708
P3824	Female	18-25	Coloured	Sleeping	Yes	3	Pavement	Ocean View Drive	The Link	18,83577457	-34,07297708
P3825	Female	26-35	Coloured	Sleeping	Yes	3	Pavement	Ocean View Drive	The Link	18,83577457	-34,07297708
P398	Male	36-45	Coloured	Strolling	No	1	Pavement	Ocean View Drive	The Link	18,83577457	-34,07297708
P399	Male	36-45	Coloured	Strolling	No	1	Pavement	Ocean View Drive	The Link	18,83577457	-34,07297708
P3111	Male	26-35	Coloured	Sitting	No	2	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P3118	Male	26-35	Coloured	Sitting	No	1	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P319	Male	36-45	Coloured	Strolling	Yes	2	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P3110	Male	36-45	White	Strolling	Yes	2	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P3112	Male	36-45	Coloured	Strolling	Yes	2	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P3113	Male	46-55	Coloured	Strolling	Yes	2	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P3114	Male	46-55	Coloured	Strolling	Yes	2	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P3115	Male	36-45	White	Strolling	Yes	2	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P3116	Male	36-45	White	Strolling	Yes	2	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P3117	Female	26-35	Coloured	Strolling	Yes	2	Pavement	Old Stellenbosch Road	Somerset West	18,83946363	-34,07284795
P394	Male	36-45	Coloured	Sleeping	Yes	3	Park	Old Main Road	Westridge Mitchell's Plain	18,8256406	-34,0762351
P395	Male	26-35	Coloured	Sleeping	Yes	3	Park	Old Main Road	Westridge Mitchell's Plain	18,8256406	-34,0762351
P396	Male	26-35	Coloured	Sleeping	Yes	3	Park	Old Main Road	Westridge Mitchell's Plain	18,8256406	-34,0762351
