ID	Gender	Age	Race	What is the person doing	Group	Number of people in the group	Where was the person sleeping/ observed?	Street Name	Area	X               GPS Co ordinate	Y                  GPS Co ordinate
GK015M	Male	46-55	Black African	Job Seeker	Yes	5	Pavement	Castle Street	Foreshore	18,42468558	-33,92377906
GK015M	Male	46-55	Black African	Job Seeker	Yes	5	Pavement	Castle Street	Foreshore	18,42468558	-33,92377906
WR003M	Male	36-45	Black African	Job Seeker	Yes	2	Pavement	Strand Street	Foreshore	18,43131806	-33,92601992
WR003M	Male	36-45	Black African	Job Seeker	Yes	2	Pavement	Strand Street	Foreshore	18,43131806	-33,92601992
B8421	Male	36-45	Black African	Sleeping	Yes	15	Pavement	Sir Lowry Road	Woodstock	18,43194478	-33,92720437
B8422	Male	36-45	Black African	Sleeping	Yes	15	Pavement	Sir Lowry Road	Woodstock	18,43194478	-33,92720437
B8423	Male	56-65	Coloured	Sleeping	Yes	15	Pavement	Sir Lowry Road	Woodstock	18,43194478	-33,92720437
B8424	Male	36-45	Black African	Sleeping	Yes	15	Pavement	Sir Lowry Road	Woodstock	18,43194478	-33,92720437
G81019	Female	26-35	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,4306118	-33,92331834
G8519	Male	46-55	Coloured	Sleeping	Yes	4	Bus Terminus	Bus Terminus	Cape Town CBD	18,42475494	-33,92379089
G8520	Male	46-55	Coloured	Sleeping	Yes	4	Bus Terminus	Bus Terminus	Cape Town CBD	18,42475494	-33,92379089
G8521	Male	36-45	Coloured	Sleeping	Yes	4	Bus Terminus	Bus Terminus	Cape Town CBD	18,42475494	-33,92379089
G8522	Male	18-25	Coloured	Sleeping	Yes	4	Bus Terminus	Bus Terminus	Cape Town CBD	18,42475494	-33,92379089
G8523	Female	18-25	Coloured	Sleeping	Yes	2	Bus Terminus	Bus Terminus	Cape Town CBD	18,42475494	-33,92379089
G8524	Male	26-35	Black African	Sleeping	Yes	2	Bus Terminus	Bus Terminus	Cape Town CBD	18,42475494	-33,92379089
G8517	Female	46-55	Black African	Sleeping	No	1	Pavement	Strand Street	Cape Town CBD	18,42478038	-33,92341171
G8824	Male	36-45	Black African	Sleeping	Yes	2	Pavement	Heerengracht Boulevard	Cape Town CBD	18,42487504	-33,92082385
G8825	Male	36-45	Black African	Sleeping	Yes	2	Pavement	Heerengracht Boulevard	Cape Town CBD	18,42487504	-33,92082385
G8516	Male	36-45	Coloured	Skarelling	No	1	Pavement	Strand Street	Cape Town CBD	18,42488292	-33,92348375
G8518	Male	56-65	Coloured	Sleeping	Yes	6	Bus Terminus	Bus Terminus	Cape Town CBD	18,42495929	-33,92361531
G8518	Male	56-65	Coloured	Sleeping	Yes	6	Bus Terminus	Bus Terminus	Cape Town CBD	18,42495929	-33,92361531
G8518	Male	56-65	Coloured	Sleeping	Yes	6	Bus Terminus	Bus Terminus	Cape Town CBD	18,42495929	-33,92361531
G8518	Male	56-65	Coloured	Sleeping	Yes	6	Bus Terminus	Bus Terminus	Cape Town CBD	18,42495929	-33,92361531
G8518	Male	56-65	Coloured	Sleeping	Yes	6	Bus Terminus	Bus Terminus	Cape Town CBD	18,42495929	-33,92361531
G8518	Male	56-65	Coloured	Sleeping	Yes	6	Bus Terminus	Bus Terminus	Cape Town CBD	18,42495929	-33,92361531
G8525	Male	18-25	Coloured	Sleeping	No	1	Bus Terminus	Bus Terminus	Cape Town CBD	18,42528774	-33,92413689
G8822	Male	26-35	Black African	Sleeping	No	1	Pavement	Heerengracht Boulevard Boulevard	Cape Town CBD	18,42531284	-33,92039888
G8823	Male	18-25	Black African	Sleeping	No	1	Pavement	Heerengracht Boulevard Boulevard	Cape Town CBD	18,42561156	-33,9202309
G8425	Male	46-55	Black African	Strolling	No	1	Taxi Rank	Hertzog Boulevard	Cape Town CBD	18,42594496	-33,92197573
G8722	Male	18-25	Black African	Skarelling	Yes	6	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G8723	Male	18-25	Black African	Skarelling	Yes	6	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G8724	Male	46-55	Black African	Skarelling	Yes	6	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G8725	Male	46-55	Black African	Skarelling	Yes	6	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G8725	Male	46-55	Black African	Skarelling	Yes	6	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G8725	Male	46-55	Black African	Skarelling	Yes	6	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G883	Male	36-45	Black African	Sleeping	No	6	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G884	Male	36-45	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G881	Male	36-45	Black African	Sleeping	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G882	Male	18-25	Black African	Sleeping	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,42602269	-33,92079581
G851	Male	26-35	Coloured	Skarelling	No	1	Taxi Rank	Hertzog Boulevard	Cape Town CBD	18,42612341	-33,92182031
G8423	Male	36-45	Black African	Strolling	Yes	2	Taxi Rank	Hertzog Boulevard	Cape Town CBD	18,42631134	-33,92195955
G8424	Male	36-45	Black African	Strolling	Yes	2	Taxi Rank	Hertzog Boulevard	Cape Town CBD	18,42631134	-33,92195955
G81220	Male	26-35	Black African	Skarelling	No	1	Taxi Rank	Old Marine Drive	Cape Town CBD	18,42637323	-33,92369625
G81020	Male	18-25	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,42642075	-33,92096882
G81219	Male	26-35	Black African	Sleeping	No	1	Taxi Rank	Old Marine Drive	Cape Town CBD	18,4268887	-33,92278264
G81018	Male	26-35	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,42714361	-33,92156142
G81017	Male	26-35	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,42718964	-33,92152585
G81015	Male	18-25	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,42752289	-33,92047299
G81016	Male	36-45	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,42786692	-33,92123319
G8713	Male	46-55	Black African	Sleeping	No	1	Parking Lot	Old Marine Drive	Cape Town CBD	18,42801422	-33,92166386
G862	Male	46-55	Coloured	Sleeping	Yes	2	Pavement	Strand Street	Cape Town CBD	18,42806297	-33,924646
G81012	Male	26-35	Black African	Sleeping	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,42809514	-33,92090982
G81013	Male	26-35	Black African	Sleeping	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,42809514	-33,92090982
G81014	Male	18-25	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,42826501	-33,92075316
G81221	Male	46-55	Coloured	Skarelling	Yes	2	Taxi Rank	Old Marine Drive	Cape Town CBD	18,42843677	-33,92278029
G81222	Female	18-25	Coloured	Skarelling	Yes	2	Taxi Rank	Old Marine Drive	Cape Town CBD	18,42843677	-33,92278029
G8422	Male	36-45	Coloured	Sleeping	No	1	Park	Old Marine Drive	Cape Town CBD	18,42875682	-33,92213194
G81024	Male	18-25	Coloured	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,42879372	-33,92299801
G8216	Female	46-55	Coloured	Sleeping	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,42882508	-33,92202876
G8417	Male	36-45	Coloured	Sleeping	Yes	4	Park	Old Marine Drive	Cape Town CBD	18,42897775	-33,92247171
G8418	Male	36-45	Coloured	Sleeping	Yes	4	Park	Old Marine Drive	Cape Town CBD	18,42897775	-33,92247171
G8419	Male	36-45	Coloured	Sleeping	Yes	4	Park	Old Marine Drive	Cape Town CBD	18,42897775	-33,92247171
G8420	Male	36-45	Black African	Sleeping	Yes	4	Park	Old Marine Drive	Cape Town CBD	18,42897775	-33,92247171
G81021	Male	26-35	Black African	Sleeping	Yes	3	Pavement	Old Marine Drive	Cape Town CBD	18,42906714	-33,92233372
G81022	Male	18-25	Black African	Sleeping	Yes	3	Pavement	Old Marine Drive	Cape Town CBD	18,42906714	-33,92233372
G81023	Male	26-35	Black African	Sleeping	Yes	3	Pavement	Old Marine Drive	Cape Town CBD	18,42906714	-33,92233372
G8421	Male	36-45	Coloured	Sleeping	No	1	Park	Old Marine Drive	Cape Town CBD	18,42914416	-33,92240568
G8217	Female	36-45	Coloured	Skarelling	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,42957609	-33,92269541
G8218	Male	26-35	Coloured	Sleeping	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,42957609	-33,92269541
G81223	Male	26-35	Coloured	Sitting	Yes	3	Taxi Rank	Old Marine Drive	Cape Town CBD	18,42971828	-33,92370463
G8224	Female	18-25	Coloured	Sitting	Yes	3	Taxi Rank	Old Marine Drive	Cape Town CBD	18,42971828	-33,92370463
G81225	Male	46-55	Black African	Skarelling	Yes	3	Taxi Rank	Old Marine Drive	Cape Town CBD	18,42971828	-33,92370463
G8610	Male	36-45	Coloured	Strolling	No	1	Pavement	Strand Street	Cape Town CBD	18,42973323	-33,92521673
G8222	Male	36-45	Coloured	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,42980361	-33,92290639
G8109	Male	26-35	Black African	Sleeping	No	1	Pavement	Civic Drive	Cape Town CBD	18,4298518	-33,92267371
G869	Male	36-45	Coloured	Sleeping	No	1	Pavement	Strand Street	Cape Town CBD	18,42997009	-33,92531564
G81025	Male	18-25	Coloured	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,43010577	-33,92407042
G81111	Male	26-35	Coloured	Sitting	No	1	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G81110	Female	26-35	Coloured	Skarelling	Yes	3	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G81110	Female	26-35	Coloured	Skarelling	Yes	3	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G81110	Female	26-35	Coloured	Skarelling	Yes	3	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G8111	Male	26-35	Coloured	Sleeping	Yes	4	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G8112	Male	26-35	Black African	Sleeping	Yes	4	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G8113	Male	26-35	Black African	Sleeping	Yes	4	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G81112	Male	26-35	Black African	Sleeping	Yes	4	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G81113	Male	26-35	Coloured	Strolling	No	1	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G8116	Female	26-35	Black African	Strolling	Yes	2	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G8117	Male	18-25	Black African	Strolling	Yes	2	Under Bridge	Strand Street	Cape Town CBD	18,43019495	-33,92618965
G81010	Female	26-35	Black African	Sleeping	Yes	2	Pavement	Civic Drive	Cape Town CBD	18,43020302	-33,92235806
G81011	Male	26-35	Black African	Sleeping	Yes	2	Pavement	Civic Drive	Cape Town CBD	18,43020302	-33,92235806
G863	Male	36-45	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,43021876	-33,92578912
G864	Male	26-35	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,43021876	-33,92578912
G865	Female	56-65	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,43021876	-33,92578912
G866	Female	36-45	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,43021876	-33,92578912
G867	Female	36-45	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,43021876	-33,92578912
G868	Male	36-45	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,43021876	-33,92578912
G899	Male	26-35	Black African	Skarelling	Yes	4	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G8910	Male	26-35	Coloured	Skarelling	Yes	4	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G8916	Male	26-35	Coloured	Skarelling	Yes	4	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G8917	Female	26-35	Black African	Skarelling	Yes	4	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G8918	Male	26-35	Coloured	Sleeping	No	1	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G898	Male	26-35	Black African	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G8911	Female	26-35	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G8912	Male	26-35	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G8913	Male	26-35	Black African	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G8914	Female	26-35	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G8915	Male	26-35	Coloured	Sleeping	Yes	6	Under Bridge	Strand Street	Cape Town CBD	18,4302217	-33,92577721
G885	Male	36-45	Black African	Sleeping	Yes	8	Under Bridge	Strand Street	Cape Town CBD	18,43022754	-33,92576054
G886	Male	46-55	Coloured	Sleeping	Yes	8	Under Bridge	Strand Street	Cape Town CBD	18,43022754	-33,92576054
G887	Female	18-25	Black African	Sleeping	Yes	8	Under Bridge	Strand Street	Cape Town CBD	18,43022754	-33,92576054
G888	Male	18-25	Black African	Sleeping	Yes	8	Under Bridge	Strand Street	Cape Town CBD	18,43022754	-33,92576054
G889	Female	26-35	Black African	Sleeping	Yes	8	Under Bridge	Strand Street	Cape Town CBD	18,43022754	-33,92576054
G8810	Male	36-45	Black African	Sleeping	Yes	8	Under Bridge	Strand Street	Cape Town CBD	18,43022754	-33,92576054
G8811	Female	36-45	Black African	Sleeping	Yes	8	Under Bridge	Strand Street	Cape Town CBD	18,43022754	-33,92576054
G8812	Male	46-55	Black African	Sleeping	Yes	8	Under Bridge	Strand Street	Cape Town CBD	18,43022754	-33,92576054
G8104	Male	26-35	Black African	Sleeping	No	1	Pavement	Civic Drive	Cape Town CBD	18,43029595	-33,92258273
G8221	Male	36-45	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,43041858	-33,9233768
G8103	Male	26-35	Black African	Sleeping	No	1	Pavement	Old Marine Drive	Cape Town CBD	18,43043247	-33,92313919
G8108	Male	26-35	Coloured	Sleeping	No	1	Pavement	Civic Drive	Cape Town CBD	18,43044193	-33,92214686
G8618	Male	36-45	Coloured	Strolling	No	1	Under Bridge	Strand Street	Cape Town CBD	18,43059287	-33,92590536
G8613	Male	26-35	Coloured	Strolling	Yes	5	Under Bridge	Strand Street	Cape Town CBD	18,43059287	-33,92590536
G8614	Male	56-65	Coloured	Strolling	Yes	5	Under Bridge	Strand Street	Cape Town CBD	18,43059287	-33,92590536
G8615	Male	36-45	Coloured	Strolling	Yes	5	Under Bridge	Strand Street	Cape Town CBD	18,43059287	-33,92590536
G8616	Male	36-45	Coloured	Strolling	Yes	5	Under Bridge	Strand Street	Cape Town CBD	18,43059287	-33,92590536
G8617	Male	36-45	Coloured	Strolling	Yes	5	Under Bridge	Strand Street	Cape Town CBD	18,43059287	-33,92590536
G8619	Male	36-45	Coloured	Strolling	Yes	2	Under Bridge	Strand Street	Cape Town CBD	18,43059287	-33,92590536
G8620	Male	36-45	Coloured	Strolling	Yes	2	Under Bridge	Strand Street	Cape Town CBD	18,43059287	-33,92590536
G8717	Male	46-55	Black African	Skarelling	Yes	2	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8718	Male	26-35	Black African	Skarelling	Yes	2	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8721	Female	46-55	Black African	Sleeping	Yes	8	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8714	Male	46-55	Black African	Sleeping	Yes	8	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8715	Female	36-45	Black African	Sleeping	Yes	8	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8716	Male	56-65	Black African	Sleeping	Yes	8	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8719	Male	56-65	Black African	Sleeping	Yes	8	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8720	Male	46-55	Black African	Sleeping	Yes	8	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8720	Male	46-55	Black African	Sleeping	Yes	8	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8720	Male	46-55	Black African	Sleeping	Yes	8	Parking Lot	Old Marine Drive	Cape Town CBD	18,4306045	-33,92372742
G8219	Male	26-35	Coloured	Sleeping	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,43076155	-33,92344041
G8219	Male	26-35	Coloured	Sleeping	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,43076155	-33,92344041
G8101	Male	18-25	Black African	Strolling	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,43080842	-33,92340572
G8102	Male	18-25	Black African	Strolling	Yes	2	Pavement	Old Marine Drive	Cape Town CBD	18,43080842	-33,92340572
G834	Female	18-25	Coloured	Sleeping	No	1	Under Bridge	Eastern Boulevard	Cape Town CBD	18,43082316	-33,91649257
G8105	Male	26-35	Coloured	Sleeping	No	1	Pavement	Civic Drive	Cape Town CBD	18,43085979	-33,92213686
G8106	Male	26-35	Coloured	Sleeping	No	1	Pavement	Civic Drive	Cape Town CBD	18,43085979	-33,92213686
G8107	Male	26-35	Coloured	Sleeping	No	1	Pavement	Civic Drive	Cape Town CBD	18,43085979	-33,92213686
G8611	Male	18-25	Coloured	Strolling	No	1	Pavement	Strand Street	Cape Town CBD	18,4309096	-33,9256134
G8612	Male	36-45	Coloured	Strolling	No	1	Pavement	Strand Street	Cape Town CBD	18,43129224	-33,92573683
G876	Male	46-55	Black African	Sleeping	No	1	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43546133	-33,92188907
G875	Male	46-55	Black African	Sleeping	No	1	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43551595	-33,92185115
G872	Male	36-45	Black African	Sleeping	Yes	3	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,4357608	-33,92160656
G873	Female	26-35	Black African	Sleeping	Yes	3	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,4357608	-33,92160656
G874	Male	46-55	Black African	Sleeping	Yes	3	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,4357608	-33,92160656
G8321	Male	26-35	Coloured	Sleeping	Yes	5	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43586311	-33,92153969
G8322	Male	26-35	Black African	Sleeping	Yes	5	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43586311	-33,92153969
G8323	Male	26-35	Black African	Sleeping	Yes	5	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43586311	-33,92153969
G8324	Male	26-35	Black African	Sleeping	Yes	5	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43586311	-33,92153969
G8325	Male	18-25	Black African	Sleeping	Yes	5	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43586311	-33,92153969
G871	Male	26-35	Black African	Sleeping	No	1	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43586459	-33,92148776
G842	Male	26-35	Black African	Sleeping	Yes	2	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43590178	-33,92088146
G843	Male	18-25	Black African	Sleeping	Yes	2	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43590178	-33,92088146
G844	Male	26-35	Black African	Strolling	Yes	2	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43610652	-33,92107801
G845	Male	18-25	Black African	Strolling	Yes	2	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,43610652	-33,92107801
G841	Male	26-35	Black African	Sleeping	No	1	Under Bridge	Culemborg Foreshore	Cape Town CBD	18,4361474	-33,92095415
GK015M	Male	36-45	Coloured	Sitting	Yes	6	Pavement	Castle Street	Foreshore	18,42468558	-33,92377906
WR003M	Male	18-25	Black African	Skarelling	No	1	Pavement	Adderley Street	Foreshore	18,42499921	-33,92089957
W222R0	Female	36-45	Coloured	Sleeping	Yes	2	Pavement	Castle Street	Foreshore	18,42501048	-33,92360151
W222R0	Male	18-25	Coloured	Sleeping	Yes	2	Pavement	Castle Street	Foreshore	18,42501048	-33,92360151
WR003M	Female	36-45	Coloured	Sleeping	Yes	3	Pavement	Adderley Street	Foreshore	18,42544696	-33,92030201
WR003M	Male	<18	Coloured	Sleeping	Yes	3	Pavement	Adderley Street	Foreshore	18,42544696	-33,92030201
WR003M	Male	26-35	Coloured	Sleeping	Yes	3	Pavement	Adderley Street	Foreshore	18,42544696	-33,92030201
LH092M	Female	26-35	Black African	Sleeping	Yes	3	Pavement	Castle Street	Foreshore	18,42585182	-33,92453139
LH092M	Male	26-35	Coloured	Sleeping	Yes	3	Pavement	Castle Street	Foreshore	18,42585182	-33,92453139
LH092M	Male	26-35	Coloured	Sleeping	Yes	3	Pavement	Castle Street	Foreshore	18,42585182	-33,92453139
GK015M	Male	36-45	Black African	Skarelling	No	1	Under Bridge	Heerengracht Boulevard	Foreshore	18,42592875	-33,92042028
GK015M	Male	46-55	Black African	Sitting	Yes	2	Pavement	Strand Street	Foreshore	18,42613654	-33,92328324
GK015M	Male	36-45	Black African	Skarelling	Yes	2	Pavement	Strand Street	Foreshore	18,42613654	-33,92328324
GK015M	Female	36-45	Coloured	Sleeping	No	1	Pavement	Strand Street	Foreshore	18,42614259	-33,92393716
WR003M	Male	36-45	Coloured	Sleeping	No	1	Under Bridge	Heerengracht Boulevard	Foreshore	18,4264056	-33,91969113
LH092M	Male	26-35	Coloured	Sleeping	Yes	2	Pavement	Strand Street	Foreshore	18,4264425	-33,92375231
LH092M	Male	26-35	Coloured	Sleeping	Yes	2	Pavement	Strand Street	Foreshore	18,4264425	-33,92375231
WR003M	Female	36-45	Coloured	Sitting	Yes	3	Pavement	Strand Street	Foreshore	18,42647981	-33,923692
WR003M	Male	36-45	Black African	Sitting	Yes	3	Pavement	Strand Street	Foreshore	18,42647981	-33,923692
WR003M	Male	26-35	Black African	Sitting	Yes	3	Pavement	Strand Street	Foreshore	18,42647981	-33,923692
LH092M	Male	26-35	Black African	Sleeping	No	1	Pavement	Strand Street	Foreshore	18,42649435	-33,92288282
LH092M	Male	26-35	Coloured	Sleeping	Yes	9	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42677015	-33,9222
GK015M	Male	36-45	Coloured	Sleeping	Yes	9	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42689676	-33,92210999
GK015M	Female	36-45	Coloured	Sleeping	Yes	9	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42689676	-33,92210999
GK015M	Male	36-45	Coloured	Sleeping	Yes	9	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42689676	-33,92210999
WR003M	Female	36-45	Coloured	Sleeping	Yes	9	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42691115	-33,92158701
LH092M	Male	36-45	Coloured	Sleeping	Yes	9	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42691181	-33,9216112
GK015M	Female	36-45	Coloured	Sleeping	Yes	9	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42693452	-33,92242549
GK015M	Male	36-45	Coloured	Sleeping	Yes	9	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42693452	-33,92242549
WR003M	Male	36-45	Black African	Sleeping	Yes	9	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42698736	-33,92215019
ST102M	Female	36-45	Coloured	Sleeping	Yes	2	Pavement	Strand Street	Foreshore	18,426988	-33,924734
ST102M	Female	26-35	Coloured	Sleeping	Yes	2	Pavement	Strand Street	Foreshore	18,426988	-33,924734
ST102M	Female	18-25	Coloured	Sleeping	No	1	Pavement	Strand Street	Foreshore	18,42698826	-33,92473399
LH092M	Male	36-45	Black African	Sleeping	No	1	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42708984	-33,92307074
WR003M	Male	26-35	Black African	Sitting	Yes	2	Pavement	Strand Street	Foreshore	18,427121	-33,923156
WR003M	Male	36-45	Black African	Skarelling	Yes	2	Pavement	Strand Street	Foreshore	18,42712133	-33,92315605
GK015M	Male	46-55	Coloured	Skarelling	No	1	Pavement	Strand Street	Foreshore	18,42717945	-33,92469269
WR003M	Male	26-35	Coloured	Skarelling	Yes	4	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42721631	-33,92146784
WR003M	Male	26-35	Black African	Skarelling	Yes	4	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42721631	-33,92146784
WR003M	Male	26-35	Coloured	Skarelling	Yes	4	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42721631	-33,92146784
WR003M	Male	18-25	Coloured	Strolling	Yes	4	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42721631	-33,92146784
WR003M	Male	18-25	Coloured	Skarelling	No	1	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,4272187	-33,9215888
GK015M	Male	46-55	Coloured	Sleeping	Yes	2	Pavement	Strand Street	Foreshore	18,42728669	-33,92447658
GK015M	Male	46-55	Coloured	Sleeping	Yes	2	Pavement	Strand Street	Foreshore	18,42728669	-33,92447658
WR003M	Male	56-65	Black African	Skarelling	No	1	Bus Terminus	Cape Town Bus Terminus	Foreshore	18,42738163	-33,92217137
GK015M	Male	36-45	Coloured	Sleeping	Yes	2	Pavement	Long Street	Foreshore	18,42749135	-33,91427661
GK015M	Male	36-45	Coloured	Sleeping	Yes	2	Pavement	Long Street	Foreshore	18,42749135	-33,91427661
GK015M	Male	36-45	Black African	Sitting	Yes	2	Pavement	Road-Street Across Cape Town Bus Terminus	Foreshore	18,42761877	-33,9207454
GK015M	Male	36-45	Black African	Sitting	Yes	2	Pavement	Road-Street Across Cape Town Bus Terminus	Foreshore	18,42761877	-33,9207454
GK015M	Male	36-45	Coloured	Sleeping	Yes	3	Pavement	Hertzog Boulevard	Foreshore	18,42763191	-33,91965192
GK015M	Male	36-45	Coloured	Sleeping	Yes	3	Pavement	Hertzog Boulevard	Foreshore	18,42763191	-33,91965192
GK015M	Male	36-45	Coloured	Sleeping	Yes	3	Pavement	Hertzog Boulevard	Foreshore	18,42763191	-33,91965192
GK015M	Male	46-55	Black African	Sleeping	No	1	Pavement	Strand Street	Foreshore	18,42764845	-33,92441732
WR003M	Male	26-35	Black African	Sleeping	Yes	5	Pavement	Strand Street	Foreshore	18,427942	-33,924552
WR003M	Male	26-35	Coloured	Sleeping	Yes	5	Pavement	Strand Street	Foreshore	18,427942	-33,924552
WR003M	Male	26-35	Coloured	Sleeping	Yes	5	Pavement	Strand Street	Foreshore	18,427942	-33,924552
WR003M	Male	26-35	Coloured	Sleeping	Yes	5	Pavement	Strand Street	Foreshore	18,427942	-33,924552
WR003M	Male	36-45	Coloured	Sleeping	Yes	5	Pavement	Strand Street	Foreshore	18,427942	-33,924552
WR003M	Female	18-25	Black African	Sleeping	Yes	1	Pavement	Strand Street	Foreshore	18,42794234	-33,92455249
